mouse,session,session_date,total_trials,participated_trials,participation_rate,hits,misses,no_responses,hit_rate,miss_rate,false_alarm_rate,correct_rejection_rate,reward_rate,punishment_rate,n_false_alarms_total,mean_latency,median_latency,mean_activity_level,performance_score,crossed_criterion
m93,11,2025-12-07,60,10,16.666666666666668,9,1,50,15.0,1.6666666666666667,51.666666666666664,48.333333333333336,15.0,51.666666666666664,50,4.528773188591003,4.79585599899292,6.416666666666667,90.0,True
m93,12,2025-12-10,60,8,13.333333333333334,6,2,52,10.0,3.3333333333333335,38.333333333333336,61.666666666666664,10.0,38.333333333333336,31,4.670550495386124,6.507789969444275,4.033333333333333,75.0,True
m97,1,2025-11-10,60,15,25.0,12,3,45,20.0,5.0,63.333333333333336,36.666666666666664,20.0,63.333333333333336,76,4.425491174062093,5.216817855834961,10.416666666666666,80.0,True
m97,2,2025-11-11,60,25,41.666666666666664,22,3,35,36.666666666666664,5.0,86.66666666666667,13.333333333333334,36.666666666666664,86.66666666666667,142,2.991967029571533,2.958664894104004,22.1,88.0,True
m97,3,2025-11-12,60,26,43.333333333333336,25,1,34,41.666666666666664,1.6666666666666667,78.33333333333333,21.666666666666668,41.666666666666664,78.33333333333333,143,3.657700877923232,3.6649736166000366,22.016666666666666,96.15384615384616,True
m97,4,2025-11-13,60,27,45.0,22,5,33,36.666666666666664,8.333333333333334,78.33333333333333,21.666666666666668,36.666666666666664,78.33333333333333,137,2.2484452357658973,1.8064814805984497,22.316666666666666,81.48148148148148,True
m97,5,2025-11-17,60,25,41.666666666666664,25,0,35,41.666666666666664,0.0,78.33333333333333,21.666666666666668,41.666666666666664,78.33333333333333,191,2.5875728511810303,1.4024720191955566,25.55,100.0,True
m97,6,2025-11-18,60,32,53.333333333333336,32,0,28,53.333333333333336,0.0,81.66666666666667,18.333333333333332,53.333333333333336,81.66666666666667,202,2.450692222964379,1.5857889652252197,23.9,100.0,True
m97,7,2025-11-20,60,28,46.666666666666664,28,0,32,46.666666666666664,0.0,76.66666666666667,23.333333333333332,46.666666666666664,76.66666666666667,158,2.453644905771528,0.7118380069732666,17.166666666666668,100.0,True
m97,8,2025-11-24,60,36,60.0,33,3,24,55.0,5.0,88.33333333333333,11.666666666666666,55.0,88.33333333333333,197,2.9123679068353443,2.7053275108337402,24.733333333333334,91.66666666666667,True
m98,1,2025-11-10,61,11,18.0327868852459,6,5,50,9.836065573770492,8.19672131147541,50.81967213114754,49.18032786885246,9.836065573770492,50.81967213114754,78,2.5781193429773506,1.991391897201538,11.59016393442623,54.54545454545455,False
m98,2,2025-11-11,61,5,8.19672131147541,4,1,56,6.557377049180328,1.639344262295082,54.09836065573771,45.90163934426229,6.557377049180328,54.09836065573771,77,3.961099863052368,3.6968040466308594,7.836065573770492,80.0,False
m98,3,2025-11-12,61,8,13.114754098360656,1,7,53,1.639344262295082,11.475409836065573,24.59016393442623,75.40983606557377,1.639344262295082,24.59016393442623,22,3.6697188317775726,2.6582223176956177,1.9344262295081966,12.5,False
m98,4,2025-11-13,61,3,4.918032786885246,3,0,58,4.918032786885246,0.0,42.622950819672134,57.377049180327866,4.918032786885246,42.622950819672134,54,5.626331965128581,5.5102698802948,6.737704918032787,100.0,False
m98,5,2025-11-17,61,9,14.754098360655737,8,1,52,13.114754098360656,1.639344262295082,26.229508196721312,73.77049180327869,13.114754098360656,26.229508196721312,27,3.784915076361762,4.0529139041900635,7.508196721311475,88.88888888888889,True
m98,6,2025-11-18,61,2,3.278688524590164,1,1,59,1.639344262295082,1.639344262295082,37.704918032786885,62.295081967213115,1.639344262295082,37.704918032786885,41,5.3514286279678345,5.3514286279678345,4.163934426229508,50.0,False
m98,7,2025-11-20,61,2,3.278688524590164,0,2,59,0.0,3.278688524590164,16.39344262295082,83.60655737704919,0.0,16.39344262295082,16,6.1805419921875,6.1805419921875,0.45901639344262296,0.0,False
m98,8,2025-11-24,61,9,14.754098360655737,5,4,52,8.19672131147541,6.557377049180328,32.78688524590164,67.21311475409836,8.19672131147541,32.78688524590164,25,4.756894085142347,5.789546966552734,4.245901639344262,55.55555555555556,False
m98,9,2025-12-01,61,6,9.836065573770492,2,4,55,3.278688524590164,6.557377049180328,27.868852459016395,72.1311475409836,3.278688524590164,27.868852459016395,32,4.498605410257976,4.631737112998962,1.0327868852459017,33.333333333333336,False
m98,10,2025-12-03,61,3,4.918032786885246,2,1,58,3.278688524590164,1.639344262295082,29.508196721311474,70.49180327868852,3.278688524590164,29.508196721311474,36,1.6900580724080403,1.911203145980835,3.6721311475409837,66.66666666666667,False
m98,11,2025-12-08,61,9,14.754098360655737,6,3,52,9.836065573770492,4.918032786885246,31.147540983606557,68.85245901639344,9.836065573770492,31.147540983606557,36,4.65352988243103,4.790410041809082,6.278688524590164,66.66666666666667,False
m98,12,2025-12-15,61,13,21.311475409836067,13,0,48,21.311475409836067,0.0,52.459016393442624,47.540983606557376,21.311475409836067,52.459016393442624,51,2.4768970012664795,2.4199588298797607,11.40983606557377,100.0,True
